ebsd_id,mesh_id,confidence
3,1,94.12
4,2,100.0
5,3,96.59
6,4,100.0
7,5,95.35
8,6,100.0
9,7,99.56
10,8,95.3
11,9,100.0
12,10,98.33
13,11,100.0
15,12,98.59
16,13,94.7
17,14,100.0
18,15,92.75
19,16,92.26
20,17,97.56
21,18,100.0
22,19,92.79
23,20,93.68
24,21,98.04
25,22,96.79
26,23,96.83
27,24,98.17
28,25,100.0
29,26,96.67
30,27,97.52
31,28,96.38
32,29,97.22
33,30,96.44
34,31,97.2
35,32,99.49
36,33,94.35
37,34,97.45
38,35,100.0
39,36,94.81
40,37,98.04
41,38,91.8
42,39,96.7
43,40,92.22
44,41,95.68
45,42,100.0
46,43,100.0
47,44,97.09
48,45,96.36
49,46,96.88
50,47,96.49
51,48,99.03
52,49,89.74
53,50,100.0
54,51,95.24
55,52,97.29
56,53,100.0
57,54,95.76
58,55,91.3
59,56,94.4
60,57,95.65
61,58,93.33
62,59,97.04
63,60,100.0
64,61,96.8
65,62,92.95
66,63,100.0
67,64,95.45
68,65,96.46
69,66,96.91
70,67,100.0
71,68,100.0
72,69,100.0
73,70,92.06
74,71,95.32
75,72,94.77
76,73,96.6
77,74,98.5
78,75,98.28
79,76,89.19
80,77,99.31
81,78,97.1
82,79,94.56
83,80,100.0
84,81,96.38
85,82,92.78
86,83,99.55
87,84,96.06
88,85,100.0
89,86,98.38
90,87,95.0
91,88,91.67
92,89,99.32
93,90,100.0
95,91,98.74
96,92,95.14
97,93,96.71
98,94,92.83
99,95,97.44
100,96,96.91
101,97,97.37
102,98,97.7
103,99,96.92
104,100,100.0
105,101,100.0
106,102,91.87
107,103,95.0
108,104,95.38
109,105,98.48
110,106,96.15
111,107,98.48
112,108,94.12
113,109,98.57
114,110,97.56
115,111,99.05
116,112,100.0
117,113,100.0
118,114,98.52
119,115,97.07
120,116,89.44
121,117,92.0
122,118,97.18
123,119,97.97
124,120,99.28
125,121,100.0
126,122,93.24
127,123,98.37
128,124,97.22
129,125,95.14
130,126,98.18
131,127,96.48
132,128,98.08
133,129,100.0
134,130,92.06
135,131,93.26
136,132,94.87
137,133,95.34
138,134,96.67
139,135,88.89
140,136,98.55
141,137,99.07
142,138,100.0
143,139,97.48
144,140,96.9
145,141,96.17
146,142,91.11
147,143,97.22
148,144,100.0
149,145,91.52
150,146,100.0
151,147,98.91
153,148,96.4
154,149,100.0
155,150,100.0
156,151,92.59
157,152,100.0
158,153,93.65
160,154,100.0
161,155,94.57
162,156,95.1
163,157,97.05
164,158,100.0
165,159,95.92
166,160,93.9
167,161,96.05
168,162,97.16
169,163,98.52
170,164,94.69
171,165,98.74
172,166,99.16
173,167,97.73
174,168,96.06
175,169,96.33
176,170,96.3
177,171,100.0
178,172,94.96
179,173,92.83
180,174,100.0
181,175,93.88
182,176,100.0
183,177,98.95
184,178,99.4
185,179,95.47
186,180,99.61
187,181,99.44
188,182,94.76
189,183,95.6
190,184,97.48
191,185,98.73
192,186,96.52
193,187,98.81
194,188,96.36
195,189,94.75
196,190,96.57
197,191,94.09
198,192,100.0
199,193,97.96
200,194,100.0
201,195,98.31
202,196,91.78
203,197,99.67
204,198,97.59
205,199,98.83
206,200,99.72
207,201,94.55
208,202,96.04
209,203,96.86
210,204,94.65
211,205,100.0
212,206,97.05
213,207,97.44
214,208,100.0
215,209,100.0
216,210,95.93
217,211,98.11
218,212,95.65
219,213,98.57
220,214,94.74
221,215,98.98
222,216,100.0
223,217,100.0
224,218,98.48
225,219,97.89
226,220,99.15
227,221,94.07
228,222,100.0
229,223,100.0
230,224,96.11
231,225,100.0
232,226,94.12
233,227,95.44
234,228,95.93
235,229,98.03
236,230,99.06
237,231,99.37
238,232,100.0
239,233,92.11
240,234,100.0
241,235,94.48
242,236,94.88
243,237,95.8
244,238,98.43
245,239,96.46
246,240,97.12
247,241,100.0
248,242,96.72
249,243,95.45
250,244,94.22
251,245,97.14
252,246,100.0
253,247,100.0
254,248,95.49
255,249,100.0
256,250,96.67
257,251,99.09
258,252,100.0
259,253,95.06
260,254,98.85
261,255,96.33
262,256,100.0
264,257,96.27
265,258,97.56
266,259,98.16
267,260,94.96
268,261,96.78
269,262,100.0
270,263,96.35
271,264,99.45
272,265,98.51
273,266,100.0
274,267,99.3
275,268,94.56
276,269,94.99
277,270,97.37
278,271,97.19
279,272,100.0
280,273,96.49
281,274,99.17
282,275,98.81
283,276,95.32
284,277,98.68
285,278,94.81
286,279,91.53
287,280,99.69
288,281,100.0
289,282,100.0
291,283,95.35
292,284,100.0
294,285,96.91
295,286,99.52
296,287,93.83
297,288,93.94
299,289,100.0
300,290,100.0
303,291,95.65
304,292,100.0
100001,293,100.0
100002,294,100.0
