ebsd_id,mesh_id,confidence
1,1,87.5
5,2,100.0
6,3,100.0
7,4,63.64
8,5,90.48
9,6,100.0
10,7,90.12
11,8,100.0
12,9,100.0
13,10,84.31
14,11,100.0
15,12,100.0
16,13,84.06
18,14,100.0
19,15,100.0
20,16,72.22
21,17,100.0
22,18,93.06
23,19,90.91
24,20,90.48
25,21,100.0
26,22,100.0
27,23,93.62
28,24,100.0
29,25,96.0
30,26,100.0
31,27,97.78
32,28,100.0
33,29,92.86
34,30,100.0
35,31,100.0
36,32,95.24
37,33,100.0
38,34,81.1
39,35,100.0
40,36,82.35
41,37,85.51
42,38,100.0
43,39,87.5
44,40,92.86
45,41,73.33
46,42,100.0
47,43,94.44
48,44,100.0
49,45,96.97
50,46,88.24
51,47,92.86
53,48,100.0
54,49,80.0
56,50,85.13
57,51,100.0
58,52,82.46
59,53,84.13
60,54,100.0
61,55,100.0
62,56,100.0
63,57,88.89
64,58,87.69
66,59,91.42
67,60,100.0
68,61,92.86
69,62,81.82
70,63,98.25
72,64,100.0
73,65,85.71
74,66,85.9
75,67,91.67
76,68,83.33
77,69,92.86
78,70,98.55
79,71,100.0
80,72,90.91
81,73,90.91
82,74,95.45
83,75,89.9
84,76,90.91
85,77,94.74
86,78,92.86
87,79,87.5
88,80,93.33
89,81,96.83
90,82,92.86
91,83,100.0
92,84,100.0
93,85,100.0
95,86,85.71
96,87,83.33
97,88,71.79
99,89,90.91
100,90,68.63
101,91,67.95
102,92,100.0
103,93,98.61
104,94,92.75
105,95,100.0
106,96,86.49
107,97,96.97
108,98,92.86
109,99,100.0
110,100,82.22
111,101,70.0
112,102,91.04
113,103,100.0
114,104,92.11
115,105,92.86
116,106,72.22
117,107,100.0
118,108,85.71
119,109,80.56
120,110,92.31
122,111,90.48
123,112,100.0
125,113,100.0
126,114,100.0
127,115,100.0
128,116,88.89
129,117,91.49
130,118,94.12
132,119,69.44
133,120,100.0
134,121,92.86
135,122,100.0
136,123,100.0
137,124,100.0
138,125,82.46
139,126,97.44
140,127,100.0
141,128,93.33
142,129,93.33
143,130,90.91
145,131,100.0
146,132,77.78
147,133,93.33
148,134,76.47
149,135,88.24
150,136,54.55
151,137,87.88
152,138,100.0
153,139,100.0
154,140,70.0
155,141,95.45
156,142,100.0
157,143,100.0
158,144,100.0
159,145,92.86
161,146,88.89
162,147,83.33
163,148,100.0
164,149,93.14
165,150,92.86
166,151,81.48
167,152,93.55
168,153,100.0
169,154,81.56
171,155,75.0
172,156,100.0
173,157,82.35
175,158,100.0
176,159,85.96
177,160,100.0
178,161,95.65
179,162,95.24
180,163,95.45
181,164,100.0
183,165,71.72
185,166,61.33
186,167,84.21
187,168,100.0
188,169,95.65
189,170,92.86
190,171,93.52
191,172,90.91
192,173,94.29
193,174,90.91
194,175,100.0
195,176,100.0
196,177,88.41
197,178,92.86
198,179,78.95
199,180,100.0
200,181,100.0
201,182,100.0
202,183,78.26
203,184,94.74
204,185,85.71
205,186,90.91
206,187,100.0
207,188,94.12
208,189,88.46
209,190,88.24
210,191,91.67
211,192,83.33
212,193,90.0
213,194,100.0
215,195,100.0
216,196,85.32
217,197,89.29
218,198,100.0
219,199,76.32
220,200,100.0
221,201,100.0
222,202,95.45
223,203,93.06
224,204,100.0
225,205,75.0
226,206,100.0
227,207,92.86
228,208,100.0
229,209,81.82
230,210,94.29
231,211,93.33
232,212,90.91
233,213,71.67
234,214,90.0
235,215,100.0
236,216,96.97
237,217,80.0
238,218,100.0
239,219,85.0
240,220,100.0
241,221,92.86
242,222,97.22
243,223,92.0
244,224,95.83
245,225,75.0
246,226,82.35
247,227,100.0
248,228,77.78
249,229,90.55
250,230,100.0
251,231,100.0
252,232,100.0
253,233,100.0
254,234,98.41
255,235,100.0
256,236,75.0
257,237,96.08
258,238,100.0
259,239,80.65
261,240,100.0
262,241,100.0
264,242,90.6
265,243,75.83
268,244,85.71
269,245,92.31
270,246,86.96
271,247,94.87
272,248,100.0
273,249,100.0
274,250,90.0
275,251,100.0
276,252,79.28
277,253,88.89
278,254,86.11
279,255,92.86
280,256,100.0
281,257,100.0
282,258,100.0
283,259,100.0
284,260,100.0
285,261,100.0
286,262,96.0
287,263,89.47
288,264,84.21
289,265,88.24
291,266,85.71
292,267,92.86
293,268,75.85
294,269,97.78
295,270,76.19
299,271,94.74
300,272,92.86
302,273,91.3
303,274,100.0
304,275,100.0
306,276,100.0
309,277,100.0
312,278,100.0
313,279,69.23
100001,280,100.0
100002,281,98.59
