1.2314,1.9876,4.2327,16
2.4998,2.6632,4.3034,16
0.85844,2.0615,4.2164,15
1.5204,2.4822,3.8936,38
3.0043,2.8389,5.8136,17
1.2302,1.9887,4.2335,16
1.7482,1.7189,4.2483,22
1.2771,2.2267,4.2237,23
2.8896,2.8358,4.5068,25
1.2548,2.8584,3.6522,49
0.95862,2.1444,3.0243,16
2.4834,2.0496,4.4436,45
1.4723,1.6778,3.9051,34
0.65798,2.5689,3.8852,13
2.0052,1.762,3.4725,35
1.0711,2.448,3.0529,22
0.27372,2.2845,3.566,23
1.7866,1.6721,3.3868,89
2.1494,2.8273,4.4554,12
1.7868,1.6686,3.3896,41
1.477,1.6755,3.9058,12
0.39623,2.1317,3.2062,78
2.0333,2.3523,4.3839,10
1.4737,1.6648,3.1987,13
0.8322,1.871,2.7758,13
3.006,2.8414,5.8123,26
2.0053,1.7603,3.4742,30
1.0064,2.716,2.8788,49
1.8171,2.5891,4.0002,164
0.63173,1.8666,2.8002,26
1.0714,2.4468,3.0529,19
1.8979,1.914,4.493,33
1.6789,1.6971,3.8957,9
0.50915,2.2007,3.7441,18
1.1933,2.4163,3.7876,10
1.0064,2.0571,3.2732,12
2.5437,2.2959,4.2868,17
2.0673,2.1456,4.6736,29
1.4778,1.6765,3.9093,8
1.8968,1.9166,4.4927,53
1.4892,2.1689,3.2668,20
0.82402,2.0771,3.1911,13
2.4173,2.37,4.3117,10
1.9477,2.6023,4.8945,19
5.7217,2.7932,1.5218,6
1.9325,2.5877,4.8739,129
2.544,2.2957,4.2856,12
1.2876,2.4853,3.9484,52
1.7079,2.2269,4.3103,36
2.0675,3.0641,4.012,8
0.49932,2.4703,2.4723,32
2.0811,3.0674,4.0291,21
0.39437,2.3728,3.4408,138
1.6613,1.6323,4.0829,239
0.71024,2.0199,3.1004,17
2.2435,2.2392,4.6446,11
0.62063,2.6203,2.9918,14
1.0058,2.0607,3.2737,40
1.9892,1.9896,3.673,6
0.13415,2.89,1.9796,13
1.9941,1.9839,4.5862,17
2.5444,2.2961,4.2885,25
2.6791,2.3392,5.2016,6
2.1542,2.8266,4.4576,24
1.0793,1.852,3.9434,18
4.6156,3.0016,0.5035,37
0.88866,2.1165,3.0571,20
1.3056,2.1011,4.2637,14
1.0556,2.0868,3.4938,23
2.3204,2.7573,4.592,135
1.7004,1.6015,4.159,25
1.1406,2.559,3.0642,8
0.7487,2.4247,3.7703,25
2.0528,1.9307,3.7409,13
1.6001,2.4368,3.4685,14
1.6626,2.5202,3.6078,23
1.6603,1.6811,4.2497,25
2.1184,2.8133,4.5951,8
2.1204,2.8133,4.5939,10
3.3511,2.7825,6.1125,20
1.6997,1.6014,4.1589,9
1.701,2.0063,3.4536,13
2.1343,2.9378,4.9286,18
1.1425,2.5591,3.0677,25
2.6401,2.4471,4.9914,30
1.0218,2.6022,4.0641,16
1.6014,2.4361,3.4686,36
1.1861,1.7959,4.1028,17
1.6608,1.6326,4.0846,81
1.7016,2.0057,3.4525,38
0.28847,2.9485,3.3348,8
2.8689,2.2923,4.5611,11
1.3175,1.9511,4.2045,9
1.2454,2.6914,3.3177,15
1.4642,2.459,3.3427,27
1.8407,1.987,3.727,80
1.9515,2.3345,3.9915,14
1.0843,2.2872,3.1678,132
2.5405,2.0508,5.1494,13
1.2399,2.6902,3.3097,93
1.4632,2.4598,3.3409,15
0.28951,2.9474,3.3368,22
0.67694,1.8054,2.9162,8
1.7015,2.0289,4.4197,14
1.4668,1.8657,4.1176,92
5.5429,2.9019,1.8545,43
1.3215,2.8212,3.7828,10
0.81845,2.1221,2.7792,10
1.0223,2.6035,4.0662,45
2.1505,2.5237,3.6212,19
2.642,2.4452,4.9935,15
2.1655,2.5311,4.5369,26
2.3491,2.1018,4.1928,96
0.76619,1.9876,3.3506,15
1.9228,2.1149,3.3933,5
0.32183,2.4751,2.8771,11
0.60444,2.1397,3.7142,9
2.386,2.5116,4.4286,20
1.2556,1.5814,4.2875,9
1.7013,2.006,3.451,15
0.0053138,2.6895,2.0491,66
3.2065,2.9387,6.1969,28
0.74085,2.4661,2.8467,22
1.6603,1.6339,4.0884,23
1.4933,1.8635,3.1827,20
0.73954,2.4658,2.8453,14
0.71686,2.6106,3.5842,9
1.1412,2.5624,3.0669,69
1.0011,1.9628,3.5033,18
0.53353,1.9778,3.2566,24
1.7006,2.0077,3.4516,37
2.3861,2.0796,4.1966,10
2.1412,2.1542,4.9782,12
1.2897,1.7554,3.7987,17
0.68238,1.9762,2.756,12
2.1401,2.1536,4.9788,15
2.3179,2.1835,4.4576,30
1.567,2.287,3.9629,8
4.1933,3.0106,0.12773,9
1.9553,2.3351,3.995,14
0.83903,1.9641,4.1173,16
1.1724,2.5706,4.2135,20
3.5112,2.8547,6.0754,11
1.5315,1.6171,3.2863,10
0.32477,2.2969,3.4113,61
5.1356,2.9927,1.077,16
0.55379,2.7854,3.2493,72
1.2639,2.5058,2.9757,56
1.4732,2.0951,4.3487,90
1.3771,2.9306,3.3634,11
0.44724,2.4503,2.7147,121
1.0813,1.7908,3.7178,10
