exp_tensile_strain,exp_tensile_stress,cal_tensile_strain,cal_tensile_stress,val_tensile_strain,val_tensile_stress
0.32627,1002.6,0.2507692307692309,868.2910645127691,,
0.32713,1004.1,0.25153846153846166,869.773546579179,,
0.328,1005.4,0.2523076923076924,871.2553961070178,,
0.32884,1008.2,0.25307692307692314,872.7366133611976,,
0.32972,1010.1,0.2538461538461539,874.2171986065333,,
0.33062,1012.1,0.25461538461538463,875.6971521077223,,
0.33153,1013.6,0.2553846153846154,877.1764741293645,,
0.33246,1015.5,0.2561538461538461,878.6551649359549,,
0.3334,1017.8,0.25692307692307687,880.1332247918789,,
0.3343,1019.6,0.2576923076923076,881.6106539614028,,
0.33517,1021.8,0.25846153846153835,883.0874527087005,,
0.33604,1023.5,0.2592307692307691,884.5636212978375,,
0.33692,1025.2,0.25999999999999984,886.0391599927684,,
0.33782,1026.9,0.2607692307692306,887.5140690573572,,
0.33869,1028.9,0.26153846153846133,888.98834875534,,
0.33955,1031.4,0.2623076923076921,890.4619993503512,,
0.34043,1033.0,0.2630769230769228,891.93502110593,,
0.34131,1034.5,0.26384615384615356,893.4074142855019,,
0.3422,1036.4,0.2646153846153843,894.8791791523819,,
0.34305,1038.2,0.26538461538461505,896.3503159697893,,
0.34391,1040.4,0.2661538461538458,897.8208250008347,,
0.34476,1042.2,0.26692307692307654,899.2907065085137,,
0.34563,1043.7,0.2676923076923073,900.7599607557266,,
0.34649,1045.8,0.26846153846153803,902.2285880052548,,
0.34731,1047.9,0.2692307692307688,903.696588519793,,
0.34815,1049.7,0.2699999999999995,905.1639625619134,,
0.349,1051.6,0.27076923076923026,906.6307103940871,,
0.34983,1052.8,0.271538461538461,908.0968322786863,,
0.35069,1054.7,0.27230769230769175,909.5623284779676,,
0.35158,1057.5,0.2730769230769225,911.027199254089,,
0.35249,1059.0,0.27384615384615324,912.4914448690892,,
0.35339,1061.2,0.274615384615384,913.9550655849247,,
0.35433,1062.8,0.27538461538461473,915.418061663426,,
0.35524,1064.3,0.2761538461538455,916.8804333663218,,
0.35613,1066.7,0.2769230769230762,918.3421809552509,,
0.35699,1068.4,0.27769230769230696,919.8033046917207,,
0.35785,1070.4,0.2784615384615377,921.263804837155,,
0.35871,1072.0,0.27923076923076845,922.7236816528662,,
0.35959,1073.7,0.2799999999999992,924.1829354000516,,
0.36047,1075.6,0.28076923076922994,925.6415663398177,,
0.36136,1077.9,0.2815384615384607,927.0995747331493,,
0.36223,1079.8,0.2823076923076914,928.5569608409486,,
0.36309,1081.7,0.28307692307692217,930.0137249239915,,
0.36397,1083.2,0.2838461538461529,931.4698672429488,,
0.36482,1084.7,0.28461538461538366,932.9253880584051,,
0.36568,1087.3,0.2853846153846144,934.3802876308283,,
0.36654,1089.0,0.28615384615384515,935.8345662205761,,
0.36736,1091.0,0.2869230769230759,937.2882240879069,,
0.3682,1092.4,0.28769230769230664,938.7412614929748,,
0.36907,1094.2,0.2884615384615374,940.1936786958303,,
0.36991,1096.3,0.2892307692307681,941.6454759564194,,
0.37076,1097.9,0.28999999999999887,943.0966535345701,,
0.37158,1100.0,0.2907692307692296,944.5472116900199,,
0.37243,1102.0,0.29153846153846036,945.9971506823974,,
0.37329,1103.9,0.2923076923076911,947.4464707712327,,
0.37419,1105.2,0.29307692307692185,948.8951722159378,,
0.37507,1107.7,0.2938461538461526,950.343255275829,,
0.37594,1109.3,0.29461538461538334,951.790720210115,,
0.3768,1111.1,0.2953846153846141,953.237567277905,,
0.37767,1112.5,0.2961538461538448,954.683796738199,,
0.37852,1114.1,0.29692307692307557,956.1294088498801,,
0.37937,1116.4,0.2976923076923063,957.574403871759,,
0.38023,1118.4,0.29846153846153706,959.0187820625115,,
0.38107,1120.2,0.2992307692307678,960.4625436807221,,
0.38191,1121.7,0.29999999999999855,961.9056889848679,,
0.38279,1123.5,0.3007692307692293,963.3482182333261,,
0.38365,1125.3,0.30153846153846003,964.7901316843612,,
0.38447,1127.2,0.3023076923076908,966.2314295961435,,
0.3853,1129.1,0.3030769230769215,967.6721122267302,,
0.38612,1130.7,0.30384615384615227,969.1121798340839,,
0.38698,1132.1,0.304615384615383,970.5516326760501,,
0.38781,1134.0,0.30538461538461376,971.9904710103842,,
0.38862,1135.9,0.3061538461538445,973.4286950947243,,
0.38943,1138.1,0.30692307692307524,974.8663051866098,,
0.39024,1139.8,0.307692307692306,976.3033015434894,,
0.39106,1141.0,0.30846153846153673,977.7396844226827,,
0.39187,1142.8,0.3092307692307675,979.1754540814266,,
0.39268,1144.6,0.3099999999999982,980.6106107768376,,
0.39348,1146.9,0.31076923076922897,982.0451547659417,,
0.39431,1148.5,0.3115384615384597,983.4790863056578,,
0.39519,1149.7,0.31230769230769045,984.9124056527963,,
0.39608,1151.6,0.3130769230769212,986.3451130640688,,
0.39694,1154.1,0.31384615384615194,987.7772087960749,,
0.39777,1155.7,0.3146153846153827,989.2086931053235,,
0.39863,1157.7,0.31538461538461343,990.6395662482128,,
0.39947,1158.7,0.3161538461538442,992.0698284810408,,
0.40032,1160.4,0.3169230769230749,993.4994800599897,,
0.40113,1162.8,0.31769230769230566,994.9285212411512,,
0.40198,1164.3,0.3184615384615364,996.3569522805193,,
0.4028,1166.4,0.31923076923076715,997.7847734339572,,
0.40365,1167.7,0.3199999999999979,999.2119849572565,,
0.40452,1169.1,0.32076923076922864,1000.6385871060883,,
0.40533,1171.5,0.3215384615384594,1002.0645801360198,,
0.40615,1173.2,0.32230769230769013,1003.4899643025249,,
0.40697,1175.2,0.3230769230769209,1004.9147398609651,,
0.40777,1176.6,0.3238461538461516,1006.3389070666035,,
0.40859,1178.0,0.32461538461538236,1007.7624661745962,,
0.40941,1179.9,0.3253846153846131,1009.1854174399954,,
0.41019,1181.4,0.32615384615384385,1010.6077611177648,,
0.41098,1183.5,0.3269230769230746,1012.0294974627426,,
0.4118,1185.0,0.32769230769230534,1013.4506267296723,,
0.41262,1186.4,0.3284615384615361,1014.8711491732093,,
0.41343,1188.1,0.32923076923076683,1016.291065047883,,
0.41423,1189.8,0.3299999999999976,1017.7103746081337,,
0.41503,1192.1,0.3307692307692283,1019.1290781082992,,
0.41585,1193.3,0.33153846153845906,1020.5471758026094,,
0.41669,1194.8,0.3323076923076898,1021.9646679451973,,
0.41754,1196.6,0.33307692307692055,1023.3815547900783,,
0.41835,1198.4,0.3338461538461513,1024.797836591184,,
0.41916,1200.5,0.33461538461538204,1026.213513602334,,
0.41997,1201.9,0.3353846153846128,1027.6285860772414,,
0.42079,1203.2,0.3361538461538435,1029.0430542695292,,
0.42162,1204.9,0.33692307692307427,1030.4569184327104,,
0.42244,1206.9,0.337692307692305,1031.87017882019,,
0.42327,1208.8,0.33846153846153576,1033.282835685279,,
0.42409,1210.5,0.3392307692307665,1034.6948892811827,,
0.42491,1211.5,0.33999999999999725,1036.1063398610033,,
0.42572,1213.2,0.340769230769228,1037.5171876777456,,
0.4265,1214.9,0.34153846153845874,1038.927432984307,,
0.42728,1216.7,0.3423076923076895,1040.3370760334826,,
0.42807,1218.3,0.3430769230769202,1041.7461170779607,,
0.42886,1219.5,0.34384615384615097,1043.1545563703405,,
0.42966,1221.1,0.3446153846153817,1044.562394163116,,
0.43046,1222.9,0.34538461538461246,1045.9696307086638,,
0.43126,1224.9,0.3461538461538432,1047.3762662592812,,
0.43205,1226.1,0.34692307692307395,1048.7823010671416,,
0.43283,1227.3,0.3476923076923047,1050.187735384333,,
0.43364,1228.8,0.34846153846153544,1051.5925694628286,,
0.43444,1230.6,0.3492307692307662,1052.9968035545123,,
0.43525,1232.4,0.3499999999999969,1054.4004379111582,,
0.43607,1234.4,0.35076923076922767,1055.8034727844417,,
0.4369,1235.1,0.3515384615384584,1057.2059084259276,,
0.43774,1236.7,0.35230769230768916,1058.6077450870966,,
0.43855,1238.8,0.3530769230769199,1060.0089830193097,,
0.43937,1240.1,0.35384615384615065,1061.409622473839,,
0.44015,1241.6,0.3546153846153814,1062.8096637018414,,
0.44095,1242.7,0.35538461538461213,1064.2091069543944,,
0.44176,1243.5,0.3561538461538429,1065.6079524824472,,
0.44256,1245.9,0.3569230769230736,1067.0062005368593,,
0.44336,1247.2,0.35769230769230437,1068.4038513684031,,
0.44415,1248.8,0.3584615384615351,1069.8009052277264,,
0.44495,1249.8,0.35923076923076586,1071.1973623653796,,
0.44575,1250.6,0.3599999999999966,1072.593223031834,,
0.44652,1252.6,0.36076923076922734,1073.988487477428,,
0.44732,1253.6,0.3615384615384581,1075.3831559524194,,
0.44809,1255.0,0.36230769230768883,1076.7772287069622,,
0.44888,1255.5,0.3630769230769196,1078.1707059911023,,
0.44966,1256.2,0.3638461538461503,1079.5635880547848,,
,,0.36461538461538107,1080.9558751478617,,
,,0.3653846153846118,1082.3475675200848,,
,,0.36615384615384255,1083.7386654210845,,
,,0.3669230769230733,1085.1291691004046,,
,,0.36769230769230404,1086.5190788075047,,
,,0.3684615384615348,1087.9083947917118,,
,,0.36923076923076553,1089.2971173022743,,
,,0.3699999999999963,1090.6852465883292,,
,,0.370769230769227,1092.0727828989131,,
,,0.37153846153845776,1093.4597264829697,,
,,0.3723076923076885,1094.8460775893282,,
,,0.37307692307691925,1096.2318364667342,,
,,0.37384615384615,1097.6170033638239,,
