time,strain,stress,time_intervals,strain_intervals,stress_intervals,g17_phi_1,g17_Phi,g17_phi_2,g22_phi_1,g22_Phi,g22_phi_2,g27_phi_1,g27_Phi,g27_phi_2,g37_phi_1,g37_Phi,g37_phi_2,g44_phi_1,g44_Phi,g44_phi_2,g45_phi_1,g45_Phi,g45_phi_2,g47_phi_1,g47_Phi,g47_phi_2,g48_phi_1,g48_Phi,g48_phi_2,g51_phi_1,g51_Phi,g51_phi_2,g55_phi_1,g55_Phi,g55_phi_2,g59_phi_1,g59_Phi,g59_phi_2,g65_phi_1,g65_Phi,g65_phi_2,g69_phi_1,g69_Phi,g69_phi_2,g72_phi_1,g72_Phi,g72_phi_2,g79_phi_1,g79_Phi,g79_phi_2,g81_phi_1,g81_Phi,g81_phi_2,g83_phi_1,g83_Phi,g83_phi_2,g90_phi_1,g90_Phi,g90_phi_2,g92_phi_1,g92_Phi,g92_phi_2,g95_phi_1,g95_Phi,g95_phi_2,g96_phi_1,g96_Phi,g96_phi_2,g104_phi_1,g104_Phi,g104_phi_2,g106_phi_1,g106_Phi,g106_phi_2,g110_phi_1,g110_Phi,g110_phi_2,g113_phi_1,g113_Phi,g113_phi_2,g114_phi_1,g114_Phi,g114_phi_2,g117_phi_1,g117_Phi,g117_phi_2,g120_phi_1,g120_Phi,g120_phi_2,g122_phi_1,g122_Phi,g122_phi_2,g128_phi_1,g128_Phi,g128_phi_2,g130_phi_1,g130_Phi,g130_phi_2,g136_phi_1,g136_Phi,g136_phi_2,g142_phi_1,g142_Phi,g142_phi_2,g145_phi_1,g145_Phi,g145_phi_2,g153_phi_1,g153_Phi,g153_phi_2,g164_phi_1,g164_Phi,g164_phi_2,g165_phi_1,g165_Phi,g165_phi_2,g169_phi_1,g169_Phi,g169_phi_2,g174_phi_1,g174_Phi,g174_phi_2,g181_phi_1,g181_Phi,g181_phi_2,g188_phi_1,g188_Phi,g188_phi_2,g198_phi_1,g198_Phi,g198_phi_2,g200_phi_1,g200_Phi,g200_phi_2,g203_phi_1,g203_Phi,g203_phi_2,g204_phi_1,g204_Phi,g204_phi_2,g209_phi_1,g209_Phi,g209_phi_2,g214_phi_1,g214_Phi,g214_phi_2,g215_phi_1,g215_Phi,g215_phi_2,g217_phi_1,g217_Phi,g217_phi_2,g220_phi_1,g220_Phi,g220_phi_2,g247_phi_1,g247_Phi,g247_phi_2,g248_phi_1,g248_Phi,g248_phi_2,g249_phi_1,g249_Phi,g249_phi_2,g251_phi_1,g251_Phi,g251_phi_2,g260_phi_1,g260_Phi,g260_phi_2,g269_phi_1,g269_Phi,g269_phi_2,g272_phi_1,g272_Phi,g272_phi_2,g273_phi_1,g273_Phi,g273_phi_2,g275_phi_1,g275_Phi,g275_phi_2,g277_phi_1,g277_Phi,g277_phi_2,g281_phi_1,g281_Phi,g281_phi_2,g283_phi_1,g283_Phi,g283_phi_2,g284_phi_1,g284_Phi,g284_phi_2,g287_phi_1,g287_Phi,g287_phi_2,g291_phi_1,g291_Phi,g291_phi_2,g293_phi_1,g293_Phi,g293_phi_2,g294_phi_1,g294_Phi,g294_phi_2,g301_phi_1,g301_Phi,g301_phi_2,g303_phi_1,g303_Phi,g303_phi_2,g305_phi_1,g305_Phi,g305_phi_2,g306_phi_1,g306_Phi,g306_phi_2,g307_phi_1,g307_Phi,g307_phi_2,g310_phi_1,g310_Phi,g310_phi_2,g311_phi_1,g311_Phi,g311_phi_2,g312_phi_1,g312_Phi,g312_phi_2,g314_phi_1,g314_Phi,g314_phi_2,g317_phi_1,g317_Phi,g317_phi_2,g320_phi_1,g320_Phi,g320_phi_2,g327_phi_1,g327_Phi,g327_phi_2,g328_phi_1,g328_Phi,g328_phi_2,g331_phi_1,g331_Phi,g331_phi_2,g335_phi_1,g335_Phi,g335_phi_2,g341_phi_1,g341_Phi,g341_phi_2,g344_phi_1,g344_Phi,g344_phi_2,g345_phi_1,g345_Phi,g345_phi_2,g348_phi_1,g348_Phi,g348_phi_2,g354_phi_1,g354_Phi,g354_phi_2,g361_phi_1,g361_Phi,g361_phi_2,g365_phi_1,g365_Phi,g365_phi_2,g366_phi_1,g366_Phi,g366_phi_2,g368_phi_1,g368_Phi,g368_phi_2,g373_phi_1,g373_Phi,g373_phi_2,g377_phi_1,g377_Phi,g377_phi_2,g378_phi_1,g378_Phi,g378_phi_2,g381_phi_1,g381_Phi,g381_phi_2,g382_phi_1,g382_Phi,g382_phi_2,g393_phi_1,g393_Phi,g393_phi_2,g407_phi_1,g407_Phi,g407_phi_2,g413_phi_1,g413_Phi,g413_phi_2,g414_phi_1,g414_Phi,g414_phi_2,g421_phi_1,g421_Phi,g421_phi_2,g423_phi_1,g423_Phi,g423_phi_2,g425_phi_1,g425_Phi,g425_phi_2,g428_phi_1,g428_Phi,g428_phi_2,g430_phi_1,g430_Phi,g430_phi_2,g431_phi_1,g431_Phi,g431_phi_2,g433_phi_1,g433_Phi,g433_phi_2,g434_phi_1,g434_Phi,g434_phi_2,g438_phi_1,g438_Phi,g438_phi_2,g444_phi_1,g444_Phi,g444_phi_2,g447_phi_1,g447_Phi,g447_phi_2,g452_phi_1,g452_Phi,g452_phi_2,g453_phi_1,g453_Phi,g453_phi_2,g456_phi_1,g456_Phi,g456_phi_2,g457_phi_1,g457_Phi,g457_phi_2,g458_phi_1,g458_Phi,g458_phi_2,g460_phi_1,g460_Phi,g460_phi_2,g461_phi_1,g461_Phi,g461_phi_2,g462_phi_1,g462_Phi,g462_phi_2,g465_phi_1,g465_Phi,g465_phi_2,g468_phi_1,g468_Phi,g468_phi_2,g471_phi_1,g471_Phi,g471_phi_2,g483_phi_1,g483_Phi,g483_phi_2,g484_phi_1,g484_Phi,g484_phi_2,g489_phi_1,g489_Phi,g489_phi_2,g492_phi_1,g492_Phi,g492_phi_2,g493_phi_1,g493_Phi,g493_phi_2,g497_phi_1,g497_Phi,g497_phi_2,g500_phi_1,g500_Phi,g500_phi_2,g503_phi_1,g503_Phi,g503_phi_2,g508_phi_1,g508_Phi,g508_phi_2,g514_phi_1,g514_Phi,g514_phi_2,g519_phi_1,g519_Phi,g519_phi_2,g521_phi_1,g521_Phi,g521_phi_2,g523_phi_1,g523_Phi,g523_phi_2,g524_phi_1,g524_Phi,g524_phi_2,g527_phi_1,g527_Phi,g527_phi_2,g528_phi_1,g528_Phi,g528_phi_2,g529_phi_1,g529_Phi,g529_phi_2,g534_phi_1,g534_Phi,g534_phi_2,g536_phi_1,g536_Phi,g536_phi_2,g540_phi_1,g540_Phi,g540_phi_2,g543_phi_1,g543_Phi,g543_phi_2,g545_phi_1,g545_Phi,g545_phi_2,g548_phi_1,g548_Phi,g548_phi_2,g560_phi_1,g560_Phi,g560_phi_2,g562_phi_1,g562_Phi,g562_phi_2,g563_phi_1,g563_Phi,g563_phi_2,g568_phi_1,g568_Phi,g568_phi_2,g572_phi_1,g572_Phi,g572_phi_2,g573_phi_1,g573_Phi,g573_phi_2,g576_phi_1,g576_Phi,g576_phi_2,g579_phi_1,g579_Phi,g579_phi_2,g583_phi_1,g583_Phi,g583_phi_2,g586_phi_1,g586_Phi,g586_phi_2,g587_phi_1,g587_Phi,g587_phi_2,g588_phi_1,g588_Phi,g588_phi_2,g589_phi_1,g589_Phi,g589_phi_2,g592_phi_1,g592_Phi,g592_phi_2,g599_phi_1,g599_Phi,g599_phi_2,g600_phi_1,g600_Phi,g600_phi_2,g603_phi_1,g603_Phi,g603_phi_2,g606_phi_1,g606_Phi,g606_phi_2,g608_phi_1,g608_Phi,g608_phi_2,g610_phi_1,g610_Phi,g610_phi_2,g613_phi_1,g613_Phi,g613_phi_2,g616_phi_1,g616_Phi,g616_phi_2,g617_phi_1,g617_Phi,g617_phi_2,g620_phi_1,g620_Phi,g620_phi_2,g635_phi_1,g635_Phi,g635_phi_2,g636_phi_1,g636_Phi,g636_phi_2,g638_phi_1,g638_Phi,g638_phi_2,g639_phi_1,g639_Phi,g639_phi_2,g640_phi_1,g640_Phi,g640_phi_2,g642_phi_1,g642_Phi,g642_phi_2,g650_phi_1,g650_Phi,g650_phi_2,g651_phi_1,g651_Phi,g651_phi_2,g657_phi_1,g657_Phi,g657_phi_2,g660_phi_1,g660_Phi,g660_phi_2,g663_phi_1,g663_Phi,g663_phi_2,g668_phi_1,g668_Phi,g668_phi_2,g672_phi_1,g672_Phi,g672_phi_2,g674_phi_1,g674_Phi,g674_phi_2,g675_phi_1,g675_Phi,g675_phi_2,g678_phi_1,g678_Phi,g678_phi_2,g686_phi_1,g686_Phi,g686_phi_2,g698_phi_1,g698_Phi,g698_phi_2,g700_phi_1,g700_Phi,g700_phi_2,g721_phi_1,g721_Phi,g721_phi_2,g723_phi_1,g723_Phi,g723_phi_2,g726_phi_1,g726_Phi,g726_phi_2,g728_phi_1,g728_Phi,g728_phi_2,g738_phi_1,g738_Phi,g738_phi_2,g740_phi_1,g740_Phi,g740_phi_2,g741_phi_1,g741_Phi,g741_phi_2,g743_phi_1,g743_Phi,g743_phi_2,g744_phi_1,g744_Phi,g744_phi_2,g746_phi_1,g746_Phi,g746_phi_2,g748_phi_1,g748_Phi,g748_phi_2,g749_phi_1,g749_Phi,g749_phi_2,g751_phi_1,g751_Phi,g751_phi_2,g753_phi_1,g753_Phi,g753_phi_2,g756_phi_1,g756_Phi,g756_phi_2,g760_phi_1,g760_Phi,g760_phi_2,g770_phi_1,g770_Phi,g770_phi_2,g771_phi_1,g771_Phi,g771_phi_2,g775_phi_1,g775_Phi,g775_phi_2,g779_phi_1,g779_Phi,g779_phi_2,g785_phi_1,g785_Phi,g785_phi_2,temperature,strain_rate,youngs,poissons,type,title
0.0,0.0,0.0,0.0,0.0,0.0,0.95476,1.9294,3.9961,0.48352,2.712,3.0027,1.5238,1.837,4.1745,1.206,2.8275,3.5699,0.85811,2.0619,2.6456,1.2312,1.9882,4.2329,2.4988,2.6632,4.3025,2.8897,2.8354,4.507,1.2311,1.9884,4.2343,1.2776,2.2258,4.2232,1.2861,2.8719,3.6984,0.95981,2.1437,3.0246,3.0072,2.8413,5.8157,1.5181,2.4827,3.8917,2.4833,2.0495,4.4433,2.0059,1.7624,3.4729,1.4725,1.6771,3.9059,1.7868,1.6717,3.3868,0.39587,2.1311,3.2056,0.27511,2.2846,3.567,1.072,2.448,3.0544,1.8156,2.5887,3.9982,0.39707,2.1315,3.2065,2.0051,1.7606,3.4745,1.006,2.7154,2.8778,1.819,2.5899,4.0027,1.8978,1.9144,4.4932,0.50907,2.2004,3.7445,1.4762,1.6761,3.9062,3.0053,2.8413,5.8119,2.5434,2.2958,4.2869,1.8978,1.9151,4.493,1.0064,2.0586,3.274,1.8975,1.9166,4.4924,1.4916,2.1692,3.2693,5.7227,2.7922,1.5231,1.9481,2.6024,4.8944,0.25281,2.7805,3.3041,1.2865,2.4861,3.9478,1.6819,2.2307,4.2886,2.0573,3.0671,4.005,1.0044,2.0608,3.2732,0.39428,2.3726,3.4407,0.71055,2.0199,3.1006,0.62124,2.6203,2.992,2.5443,2.2962,4.289,4.6115,3.002,0.49867,2.1552,2.8264,4.4602,1.7013,1.6009,4.1587,2.3214,2.7566,4.593,2.3203,2.7571,4.5919,1.6599,1.6812,4.2498,2.0518,1.9318,3.741,1.5997,2.4372,3.4689,3.3504,2.7826,6.1115,1.1419,2.5593,3.0674,1.6611,1.6321,4.0833,2.6399,2.4471,4.9915,1.0219,2.602,4.0644,1.6018,2.436,3.4694,1.185,1.7959,4.1024,1.6613,1.6327,4.086,1.7011,2.0061,3.4523,1.84,1.9871,3.7266,1.464,2.459,3.3428,1.2404,2.6907,3.3108,1.1414,2.2652,3.2609,1.952,2.3361,3.9939,1.4639,2.4598,3.342,1.4667,1.8658,4.1173,4.5991,2.817,0.75447,1.7017,2.0292,4.4196,0.28544,2.9481,3.3333,1.2447,2.6909,3.3165,1.4671,1.8656,4.118,2.151,2.5238,3.622,5.5417,2.9019,1.8536,1.0227,2.6035,4.0662,2.1663,2.5312,4.5378,0.76519,1.9875,3.3502,2.3493,2.1014,4.1926,2.6421,2.4452,4.9941,1.1417,2.5624,3.0673,2.3862,2.5129,4.4294,3.2066,2.9386,6.1958,1.7014,2.0066,3.4517,0.0063045,2.6895,2.0496,0.74094,2.4662,2.8465,1.6612,1.6329,4.0893,1.1419,2.5614,3.0665,1.4919,1.865,3.182,1.0009,1.963,3.5027,0.55222,2.7867,3.2478,1.2903,1.7551,3.799,0.53365,1.9778,3.2561,1.7005,2.0077,3.4514,2.3182,2.1835,4.4583,1.9558,2.3345,3.9954,0.22024,2.6165,3.3402,1.473,2.0953,4.3483,2.1396,2.1537,4.9792,0.32463,2.2966,3.4112,2.1406,2.1535,4.9799,0.2195,2.6181,3.3399,0.83885,1.9647,4.1177,0.55509,2.784,3.2505,1.2643,2.5059,2.9759,0.22063,2.6183,3.3401,0.44946,2.4495,2.7165,1.4734,2.0952,4.3489,0.44439,2.4507,2.7128,0.44307,2.4516,2.7125,2.9749,2.8699,5.8922,0.44194,2.448,2.7092,1.3946,1.8082,4.2929,1.5295,1.6171,3.2864,1.5272,1.6201,3.2871,1.0485,2.1667,3.6608,0.32437,2.2975,3.4094,1.0803,1.7901,3.7173,1.9677,2.1777,4.5866,1.3903,2.156,3.175,2.639,2.7756,5.2784,1.8897,1.9666,3.9048,2.1423,2.1548,4.9814,1.2411,2.622,4.4644,1.9039,1.9593,3.8845,4.69,2.9879,0.41519,1.2736,2.6617,4.3261,0.35222,2.7743,2.9429,0.69886,1.9306,2.9945,0.54614,2.3944,3.4312,1.3911,2.1566,3.1761,1.1931,1.8473,3.6439,0.6372,1.9463,3.1191,1.9787,1.8986,3.8195,2.4671,2.7241,4.9899,1.3771,1.521,4.174,0.46007,2.4512,2.5658,1.3921,2.1558,3.1773,0.63793,1.9472,3.1203,0.63669,1.9478,3.119,2.4684,2.7245,4.9923,6.1743,2.8637,2.5377,0.51152,3.0392,2.4283,1.4413,2.2518,3.5657,4.6828,2.9905,0.40527,2.4262,2.3364,4.5577,2.3678,2.2382,3.8113,2.5839,2.6253,4.0289,2.1684,2.1863,4.1014,1.1206,2.799,3.646,1.89,1.9663,3.9066,0.7882,1.9016,3.3727,2.349,2.4101,3.7553,1.8909,1.966,3.9064,2.1837,1.8849,4.9001,0.78037,2.142,3.9583,2.6469,2.2912,4.7928,2.4676,2.7235,4.9908,2.3671,2.2386,3.8113,2.349,2.4123,3.7553,1.8906,1.9652,3.9069,1.6014,1.8363,4.2588,2.4692,2.7239,4.9928,1.86,1.8008,3.4748,1.4451,2.3901,3.2594,5.9222,2.8797,2.2005,1.9771,3.0271,4.3015,1.0972,2.5799,4.27,2.0131,1.95,4.7524,1.6132,1.8059,3.9669,1.6046,2.0098,3.3944,1.1188,2.8008,3.6445,1.3743,2.3881,3.8411,1.1207,2.8002,3.6466,1.8395,1.8004,4.0949,0.91202,2.4608,2.7707,1.9097,2.0689,4.384,0.97939,2.0886,2.832,0.067584,2.7974,2.8324,1.0872,1.9611,4.2607,1.6131,1.8054,3.9685,2.1103,2.5557,4.9227,0.69089,2.193,3.9433,1.3816,1.5869,3.8361,1.0822,2.1374,3.627,2.1083,2.5578,4.9195,1.4465,1.4655,4.2327,0.74514,1.9983,2.7435,1.6254,1.7535,4.2342,0.44246,2.5315,2.9546,2.5304,1.9989,4.4675,0.48382,2.2486,3.6646,1.3842,2.9249,3.5388,1.0819,2.1906,3.636,1.6106,2.5925,3.5823,1.9903,2.1292,3.4393,2.4774,2.237,5.1671,1.4903,1.7361,4.4227,2.7128,2.3753,5.0128,2.6917,2.6018,4.5397,2.0152,1.946,4.7528,2.0616,2.2861,4.0708,2.6617,2.6298,5.2256,1.3095,1.8041,4.204,2.0621,2.287,4.071,1.3834,1.6801,3.7486,2.9574,2.996,5.8419,20,0.0001,211000,0.3,tensile,617_s3
271.01,0.00068284,94.787,267.81,0.00063414,52.033,0.96368,1.9457,4.0249,0.522,2.7385,3.0455,1.5327,1.8357,4.208,1.3025,2.8354,3.6724,0.87047,2.0814,2.6752,1.2441,1.9959,4.2675,2.5303,2.635,4.3369,2.9086,2.8027,4.5316,1.2439,1.9964,4.2679,1.3029,2.2316,4.2642,1.3945,2.8746,3.8096,0.97635,2.1601,3.0573,3.0141,2.8074,5.8252,1.5619,2.481,3.9479,2.4897,2.021,4.4644,2.0065,1.7486,3.5056,1.4736,1.6788,3.9388,1.7867,1.6648,3.4204,0.40581,2.1599,3.2245,0.28597,2.3148,3.5834,1.1073,2.462,3.1042,1.8665,2.5782,4.0617,0.40683,2.1602,3.225,2.0057,1.746,3.5078,1.069,2.7321,2.9497,1.8688,2.5791,4.0647,1.9095,1.8994,4.5255,0.52323,2.2268,3.7679,1.7896,1.6604,3.4195,3.0115,2.807,5.8212,2.556,2.268,4.3087,1.9096,1.9003,4.5253,1.0199,2.0739,3.3059,1.9081,1.9029,4.5245,1.5128,2.1689,3.3082,5.678,2.8209,1.4757,1.9965,2.5881,4.9539,0.28338,2.8124,3.3376,1.326,2.4925,3.9987,1.7054,2.2249,4.33,2.3601,3.0452,4.3101,1.0176,2.0773,3.3056,0.41001,2.4004,3.4624,0.71984,2.0426,3.1252,0.65579,2.644,3.0333,2.5571,2.2679,4.311,4.3841,2.9984,0.26931,2.2254,2.8062,4.5336,1.7026,1.5921,4.1915,2.3694,2.7328,4.645,2.3703,2.7328,4.6454,1.6624,1.6756,4.2815,0.34259,2.0016,3.0906,1.6348,2.4346,3.5195,0.39578,1.9536,3.221,1.1893,2.5699,3.1246,1.6615,1.6271,4.1154,2.6545,2.4164,5.0129,1.0694,2.6156,4.1209,1.6373,2.4326,3.5203,1.1902,1.8058,4.1337,1.7022,1.5924,4.1912,1.7156,1.9985,3.4867,1.8535,1.975,3.7599,1.5033,2.4592,3.3948,1.3035,2.6974,3.3816,1.1659,2.276,3.3004,1.9783,2.322,4.037,1.5034,2.4597,3.3933,1.4758,1.8664,4.1502,0.6811,1.828,2.9378,1.7171,2.0216,4.4553,0.35466,2.9805,3.4047,1.307,2.6977,3.3868,1.4761,1.8663,4.1513,2.1863,2.5038,3.6645,5.4487,2.9255,1.7599,1.0706,2.6168,4.1229,2.1993,2.5107,4.581,0.77532,2.0088,3.3772,2.3605,2.0774,4.2166,2.657,2.4147,5.0171,1.1888,2.573,3.124,2.1596,2.0743,4.5536,3.1903,2.9066,6.1817,1.7161,1.9989,3.4861,0.012235,2.7212,2.057,0.77067,2.4878,2.8855,1.6626,1.6267,4.121,1.1886,2.5719,3.1234,1.5016,1.8643,3.2162,1.0134,1.9778,3.5346,0.60865,2.8106,3.3081,1.2962,1.7607,3.8312,0.54147,2.0035,3.2761,1.7155,1.9997,3.486,2.3315,2.1599,4.4835,1.9836,2.3186,4.0364,0.2412,2.6473,3.3635,1.4963,2.0929,4.3891,2.1545,2.1352,5.0099,0.33603,2.326,3.4286,2.1554,2.135,5.0107,0.24048,2.6486,3.363,0.8501,1.9842,4.1468,0.61161,2.8079,3.3107,1.3075,2.5128,3.0304,0.23796,2.649,3.361,0.4645,2.4795,2.7401,2.0843,2.1277,4.7064,0.46115,2.4791,2.7371,0.46319,2.4785,2.7381,2.9815,2.8374,5.8991,0.45651,2.4777,2.7324,1.4013,1.8109,4.3261,1.5276,1.6181,3.3205,1.5301,1.617,3.3202,1.0667,2.1804,3.6966,0.33657,2.3272,3.4269,1.0856,1.8029,3.7469,1.9839,2.1627,4.622,1.4119,2.1585,3.2147,2.6703,2.7436,5.3113,1.9016,1.9528,3.9371,2.1575,2.1359,5.0129,1.2948,2.6308,4.5297,1.9141,1.9463,3.9167,4.4791,2.9862,0.20261,1.3335,2.667,4.3949,0.38696,2.8024,2.9817,0.70764,1.9525,3.0203,0.56666,2.4195,3.4597,1.4122,2.159,3.2152,1.2022,1.8564,3.676,0.64593,1.9701,3.1421,1.9875,1.8829,3.8485,2.5042,2.697,5.0311,1.3739,1.5251,4.2057,0.47983,2.478,2.5923,1.413,2.1586,3.2162,0.64666,1.9719,3.1434,0.64539,1.971,3.142,2.5044,2.6977,5.0322,6.1757,2.8954,2.5387,0.74577,3.0635,2.6642,1.466,2.253,3.6065,4.4698,2.9877,0.19166,2.4435,2.3109,4.585,2.3828,2.213,3.8364,2.6075,2.5956,4.0581,2.1858,2.1651,4.1319,1.2064,2.8086,3.7378,1.9015,1.9528,3.9384,0.79649,1.9222,3.3991,2.3708,2.3856,3.784,1.9032,1.9516,3.9383,2.1912,1.8646,4.9257,0.79545,2.1622,3.9875,2.6566,2.2615,4.8092,2.5045,2.6959,5.0313,2.3813,2.2133,3.8374,2.1806,2.3592,3.7474,1.9027,1.9514,3.9389,1.6091,1.8327,4.2909,2.5062,2.6967,5.0336,1.8618,1.7891,3.5099,1.4775,2.3925,3.309,5.8934,2.9139,2.1692,2.1932,3.0058,4.5167,1.1424,2.5961,4.3299,2.0231,1.9336,4.7821,1.6195,1.8024,3.9995,1.6179,2.0056,3.4307,1.0838,2.7933,3.6395,1.4085,2.3913,3.8883,1.2073,2.8101,3.7395,1.845,1.7905,4.1247,0.94412,2.478,2.8138,1.927,2.0519,4.4174,0.99446,2.1044,2.8634,0.082601,2.8284,2.849,1.0983,1.9738,4.2929,1.6195,1.8021,4.0008,2.1479,2.5357,4.9672,0.706,2.2189,3.9727,1.3817,1.5906,3.8682,1.1009,2.1496,3.6622,1.386,1.6853,3.7853,1.4422,1.4675,4.2645,0.75427,2.0218,2.7707,1.6312,1.7484,4.2668,0.46471,2.5585,2.9829,2.537,1.9717,4.4841,0.4991,2.2756,3.6885,1.533,2.9246,3.6904,1.1015,2.2034,3.6727,1.6615,2.5871,3.6419,2.0065,2.1144,3.4723,2.4893,2.2105,5.1883,1.4946,1.7357,4.4557,2.7235,2.3436,5.0284,2.7095,2.571,4.5614,2.0238,1.9298,4.7842,2.0839,2.2684,4.1066,2.6815,2.5995,5.2483,1.3163,1.8094,4.2365,2.0841,2.2693,4.107,1.3867,1.6827,3.7808,2.9651,2.9628,5.8495,,,,,,
