time,dt,mCS_xx,mCS_yy,mCS_zz,mEE_xx,mEE_yy,mEE_zz,mTE_xx,mTE_yy,mTE_zz,ndof,nelem,num_lin_it,num_nonlin_it
107374.1823,53687.0912,80.079009762564,-0.00043566830668285,-0.00054660876064055,0.00051005926398525,-0.00015301894658884,-0.00015301986520406,0.0011961995627044,-0.00039576972859323,-0.00059640938191882,145507,7462,65,3
214748.3647,107374.1824,80.108851127407,-0.00064064383748508,-0.00077035780035056,0.00051025015559171,-0.00015307684633579,-0.00015307792040045,0.0015712220947236,-0.00052609189624602,-0.00084103480962207,145507,7462,76,3
429496.7295,214748.3648,80.152661075069,-0.00083797484485104,-0.00099129356547911,0.0005105299990802,-0.00015316139432673,-0.00015316266384479,0.0021204841977698,-0.00071511529727652,-0.0012011629595846,145507,7462,104,3
858993.4591,429496.7296,80.215288441121,-0.0010009574954788,-0.0011867506053263,0.00051092958441753,-0.00015328172907421,-0.00015328326748849,0.0029039234615122,-0.00098293768792317,-0.0017166211857342,145507,7462,133,4
1717986.9183,858993.4592,80.303081860518,-0.001115094796719,-0.001345096332845,0.00051148929883985,-0.00015344991161817,-0.00015345181608948,0.0040000238158816,-0.0013565191557863,-0.0024389170889631,145507,7462,167,4
3435973.8367,1717986.9184,80.425793305326,-0.0011750971587767,-0.0014688614247198,0.00051227125154714,-0.0001536845377728,-0.00015368697021576,0.0055291637548423,-0.0018777968785105,-0.0034464671327732,145507,7462,175,4
6871947.6735,3435973.8368,80.600818993654,-0.0011774371906039,-0.0015681815868867,0.00051338625910374,-0.00015401880688414,-0.0001540220423473,0.0077055679705842,-0.0026214464465485,-0.0048787761141634,145507,7462,283,4
13743895.3471,6871947.6736,80.86314831567,-0.0011063621812462,-0.0016555927983412,0.00051505717772079,-0.0001545194533697,-0.00015452400113914,0.010958537368217,-0.0037366157447224,-0.0070159079002822,145507,7462,265,4
18743895.3471,5000000,81.031940611959,-0.00104859850136,-0.0016955691108224,0.00051613225389964,-0.00015484154211055,-0.00015484689919203,0.013045075150473,-0.0044533714766194,-0.0083852598612569,145507,7462,206,3
23743895.3471,5000000,81.188257874358,-0.00098981845448365,-0.0017266785907002,0.0005171278523788,-0.00015513980367634,-0.000155145905066,0.014973198394046,-0.0051168000434272,-0.0096495562069819,145507,7462,232,4
28743895.3471,5000000,81.337138158878,-0.00093011703228196,-0.0017527208970786,0.00051807607012902,-0.00015542385827023,-0.00015543066963981,0.016805876377499,-0.0057481754894002,-0.01085047934588,145507,7462,219,4
33743895.3471,5000000,81.481568465084,-0.00086951546382785,-0.0017756770067887,0.00051899593645112,-0.00015569940988463,-0.00015570691313308,0.018580336518206,-0.006360115928511,-0.012012630976261,145507,7462,229,3
36000000,2256104.6529,81.546072855507,-0.00084284758375963,-0.0017846831001099,0.00051940675869244,-0.00015582247961341,-0.00015583027825145,0.019371575341088,-0.0066330873994943,-0.012530733940766,145507,7462,94,3
