block_id,cauchy_stress_xx,elastic_strain_xx,id,mechanical_strain_xx,orientation_q1,orientation_q2,orientation_q3,orientation_q4,strain_xx,volume
2.0,853.91,0.0035839,89.0,0.022216,0.054775,-0.012354,0.9657,-0.25352,0.022216,15175.0
2.0,895.16,0.003802,90.0,0.026378,0.052323,-0.0032092,0.96576,-0.25407,0.026378,12646.0
2.0,863.98,0.0036239,91.0,0.022708,0.054419,-0.012279,0.96577,-0.25331,0.022708,15264.0
2.0,907.66,0.0038449,92.0,0.026934,0.052166,-0.0029879,0.96582,-0.25387,0.026934,12708.0
2.0,833.85,0.0036126,93.0,0.023639,0.051585,-0.011447,0.96601,-0.25305,0.023639,15824.0
2.0,917.79,0.00394,94.0,0.029021,0.050071,-0.0031598,0.96597,-0.25373,0.029021,12827.0
2.0,926.83,0.004101,95.0,0.034598,0.052485,-0.0040017,0.96534,-0.25565,0.034598,13128.0
2.0,918.45,0.0040835,96.0,0.035168,0.053429,-0.0042231,0.96544,-0.25504,0.035168,13141.0
2.0,696.51,0.0034949,97.0,0.028352,0.052405,-0.0072218,0.96568,-0.25427,0.028352,11294.0
2.0,774.16,0.003668,98.0,0.029648,0.053359,-0.0074275,0.96594,-0.25309,0.029648,10046.0
2.0,705.5,0.0034483,99.0,0.025894,0.052067,-0.012151,0.9657,-0.2541,0.025894,10161.0
2.0,710.98,0.0034862,100.0,0.027178,0.052344,-0.011632,0.96603,-0.2528,0.027178,10403.0
2.0,899.29,0.0039542,101.0,0.030906,0.051907,-0.013474,0.96549,-0.25487,0.030906,10042.0
2.0,871.62,0.0038884,102.0,0.030655,0.052009,-0.012979,0.96579,-0.25371,0.030655,9333.3
2.0,908.47,0.0038473,103.0,0.028754,0.054031,-0.011665,0.96528,-0.25529,0.028754,9564.4
2.0,918.68,0.0039501,104.0,0.030165,0.053433,-0.012257,0.96549,-0.25459,0.030165,10169.0
2.0,904.43,0.0039265,105.0,0.030297,0.054251,-0.012477,0.96545,-0.25459,0.030297,10447.0
2.0,923.66,0.0039573,106.0,0.030428,0.054843,-0.01173,0.96545,-0.25448,0.030428,10257.0
2.0,876.33,0.0039048,107.0,0.030773,0.052577,-0.012629,0.96574,-0.25381,0.030773,9079.0
2.0,733.01,0.0035401,108.0,0.027513,0.052586,-0.011323,0.96601,-0.25285,0.027513,10646.0
2.0,882.28,0.0039052,109.0,0.0304,0.053298,-0.012561,0.96569,-0.25386,0.0304,9242.9
2.0,720.48,0.0035092,110.0,0.027161,0.052743,-0.011454,0.96599,-0.2529,0.027161,10371.0
2.0,853.91,0.0038396,111.0,0.030491,0.053441,-0.014068,0.96625,-0.25161,0.030491,10109.0
2.0,709.52,0.0034213,112.0,0.025963,0.053488,-0.011732,0.96665,-0.25018,0.025963,10182.0
2.0,932.28,0.0039621,113.0,0.029963,0.054625,-0.012613,0.96571,-0.25349,0.029963,9685.1
2.0,746.55,0.003589,114.0,0.029082,0.053457,-0.0064234,0.96651,-0.25092,0.029082,11191.0
2.0,914.82,0.0040307,115.0,0.033563,0.053037,-0.0037365,0.96592,-0.25333,0.033563,13226.0
2.0,782.35,0.0036875,116.0,0.029673,0.052558,-0.0076994,0.966,-0.25304,0.029673,9910.5
2.0,918.99,0.0040977,117.0,0.035275,0.052386,-0.0049237,0.96559,-0.25468,0.035275,13203.0
2.0,746.12,0.0035998,118.0,0.029246,0.053105,-0.0075539,0.96597,-0.25303,0.029246,10079.0
2.0,905.54,0.0040414,119.0,0.03449,0.05306,-0.0042749,0.96552,-0.25482,0.03449,12915.0
2.0,867.83,0.0036389,120.0,0.022757,0.050939,-0.0094594,0.96584,-0.25389,0.022757,15460.0
2.0,901.63,0.0038191,121.0,0.026918,0.053611,-0.016006,0.96553,-0.25421,0.026918,10958.0
2.0,844.39,0.0035618,122.0,0.021622,0.052955,-0.0084706,0.9658,-0.25368,0.021622,15405.0
2.0,900.08,0.0038015,123.0,0.026068,0.054968,-0.015354,0.96555,-0.25386,0.026068,11326.0
2.0,848.83,0.0035604,124.0,0.021532,0.052888,-0.0083995,0.9658,-0.25369,0.021532,15377.0
2.0,877.01,0.0037327,125.0,0.02537,0.055062,-0.015379,0.96559,-0.25371,0.02537,11374.0
2.0,869.96,0.0036047,126.0,0.021872,0.053187,-0.0082823,0.96582,-0.25354,0.021872,15405.0
2.0,903.45,0.0037976,127.0,0.026005,0.055415,-0.015401,0.96562,-0.25351,0.026005,11326.0
2.0,837.85,0.0035754,128.0,0.022731,0.055689,-0.0092402,0.96577,-0.25319,0.022731,15461.0
2.0,925.66,0.003921,129.0,0.028454,0.057091,-0.015655,0.96558,-0.25325,0.028454,10955.0
3.0,816.73,0.0041467,130.0,0.014453,0.0,0.0,0.0,0.0,0.014453,13488.0
3.0,818.71,0.0041788,131.0,0.014907,0.0,0.0,0.0,0.0,0.014907,12883.0
3.0,945.15,0.0045399,132.0,0.017692,0.0,0.0,0.0,0.0,0.017692,13488.0
3.0,802.88,0.0041158,133.0,0.014319,0.0,0.0,0.0,0.0,0.014319,13886.0
3.0,800.61,0.0041425,134.0,0.014845,0.0,0.0,0.0,0.0,0.014845,13060.0
3.0,924.59,0.0044834,135.0,0.017192,0.0,0.0,0.0,0.0,0.017192,13886.0
3.0,813.02,0.0041638,136.0,0.01523,0.0,0.0,0.0,0.0,0.01523,13955.0
3.0,820.88,0.0042082,137.0,0.015715,0.0,0.0,0.0,0.0,0.015715,13099.0
3.0,932.31,0.0045242,138.0,0.017954,0.0,0.0,0.0,0.0,0.017954,13955.0
3.0,767.36,0.0040234,139.0,0.013679,0.0,0.0,0.0,0.0,0.013679,13886.0
3.0,773.18,0.0040708,140.0,0.014346,0.0,0.0,0.0,0.0,0.014346,13060.0
3.0,914.2,0.0044472,141.0,0.01668,0.0,0.0,0.0,0.0,0.01668,13886.0
3.0,841.84,0.0041654,142.0,0.013686,0.0,0.0,0.0,0.0,0.013686,13488.0
3.0,838.91,0.0041982,143.0,0.014447,0.0,0.0,0.0,0.0,0.014447,12883.0
3.0,958.02,0.0045477,144.0,0.017224,0.0,0.0,0.0,0.0,0.017224,13488.0
3.0,956.47,0.0045631,145.0,0.017683,0.0,0.0,0.0,0.0,0.017683,12883.0
3.0,949.81,0.0045934,146.0,0.018878,0.0,0.0,0.0,0.0,0.018878,12117.0
3.0,913.0,0.0044552,147.0,0.016945,0.0,0.0,0.0,0.0,0.016945,13060.0
3.0,907.94,0.0044756,148.0,0.017749,0.0,0.0,0.0,0.0,0.017749,11940.0
3.0,931.97,0.0045262,149.0,0.018028,0.0,0.0,0.0,0.0,0.018028,13099.0
3.0,927.27,0.0045337,150.0,0.018474,0.0,0.0,0.0,0.0,0.018474,11902.0
3.0,920.84,0.0044839,151.0,0.017363,0.0,0.0,0.0,0.0,0.017363,13060.0
3.0,911.28,0.0044926,152.0,0.018045,0.0,0.0,0.0,0.0,0.018045,11940.0
3.0,945.44,0.0045476,153.0,0.017857,0.0,0.0,0.0,0.0,0.017857,12883.0
3.0,942.08,0.0045643,154.0,0.018475,0.0,0.0,0.0,0.0,0.018475,12117.0
3.0,825.31,0.004235,155.0,0.015751,0.0,0.0,0.0,0.0,0.015751,12117.0
3.0,802.86,0.0041956,156.0,0.015838,0.0,0.0,0.0,0.0,0.015838,11940.0
3.0,835.49,0.0042775,157.0,0.016538,0.0,0.0,0.0,0.0,0.016538,11902.0
3.0,789.86,0.0041587,158.0,0.015554,0.0,0.0,0.0,0.0,0.015554,11940.0
3.0,836.47,0.0042567,159.0,0.015945,0.0,0.0,0.0,0.0,0.015945,12117.0
3.0,840.54,0.0043014,160.0,0.016641,0.0,0.0,0.0,0.0,0.016641,11512.0
3.0,930.04,0.0046029,161.0,0.021014,0.0,0.0,0.0,0.0,0.021014,11512.0
3.0,817.45,0.0042672,162.0,0.016958,0.0,0.0,0.0,0.0,0.016958,11114.0
3.0,895.83,0.0045378,163.0,0.020801,0.0,0.0,0.0,0.0,0.020801,11114.0
3.0,855.42,0.0043426,164.0,0.017249,0.0,0.0,0.0,0.0,0.017249,11044.0
3.0,913.0,0.0045654,165.0,0.020796,0.0,0.0,0.0,0.0,0.020796,11044.0
3.0,822.92,0.0042718,166.0,0.016856,0.0,0.0,0.0,0.0,0.016856,11114.0
3.0,897.98,0.0045315,167.0,0.020581,0.0,0.0,0.0,0.0,0.020581,11114.0
3.0,839.34,0.0043278,168.0,0.017929,0.0,0.0,0.0,0.0,0.017929,11512.0
3.0,933.97,0.0046553,169.0,0.022302,0.0,0.0,0.0,0.0,0.022302,11512.0
4.0,840.89,0.0042989,170.0,0.016399,0.0,0.0,0.0,0.0,0.016399,12041.0
4.0,828.28,0.0042333,171.0,0.015456,0.0,0.0,0.0,0.0,0.015456,12834.0
4.0,930.19,0.0045354,172.0,0.018304,0.0,0.0,0.0,0.0,0.018304,12048.0
4.0,811.89,0.0042103,173.0,0.015667,0.0,0.0,0.0,0.0,0.015667,11863.0
4.0,807.55,0.0041591,174.0,0.014756,0.0,0.0,0.0,0.0,0.014756,13029.0
4.0,904.72,0.0044565,175.0,0.017419,0.0,0.0,0.0,0.0,0.017419,11900.0
4.0,829.42,0.0042461,176.0,0.015987,0.0,0.0,0.0,0.0,0.015987,11825.0
4.0,815.6,0.0041805,177.0,0.015163,0.0,0.0,0.0,0.0,0.015163,13075.0
4.0,907.0,0.0044547,178.0,0.017452,0.0,0.0,0.0,0.0,0.017452,11875.0
4.0,806.78,0.004187,179.0,0.015427,0.0,0.0,0.0,0.0,0.015427,11863.0
4.0,787.29,0.0041007,180.0,0.014338,0.0,0.0,0.0,0.0,0.014338,13029.0
4.0,900.99,0.0044363,181.0,0.017143,0.0,0.0,0.0,0.0,0.017143,11900.0
4.0,844.47,0.0042626,182.0,0.015687,0.0,0.0,0.0,0.0,0.015687,12041.0
4.0,848.17,0.0042154,183.0,0.014405,0.0,0.0,0.0,0.0,0.014405,12834.0
4.0,948.58,0.004576,184.0,0.018548,0.0,0.0,0.0,0.0,0.018548,12048.0
4.0,954.43,0.004548,185.0,0.017455,0.0,0.0,0.0,0.0,0.017455,12837.0
4.0,955.59,0.0045346,186.0,0.017054,0.0,0.0,0.0,0.0,0.017054,13481.0
4.0,906.76,0.0044219,187.0,0.01646,0.0,0.0,0.0,0.0,0.01646,13056.0
4.0,908.67,0.0044183,188.0,0.016262,0.0,0.0,0.0,0.0,0.016262,13924.0
4.0,915.64,0.0044555,189.0,0.017035,0.0,0.0,0.0,0.0,0.017035,13110.0
4.0,918.14,0.0044586,190.0,0.016977,0.0,0.0,0.0,0.0,0.016977,14005.0
4.0,913.96,0.0044509,191.0,0.016825,0.0,0.0,0.0,0.0,0.016825,13056.0
4.0,917.98,0.0044532,192.0,0.016697,0.0,0.0,0.0,0.0,0.016697,13924.0
4.0,939.93,0.0045396,193.0,0.017871,0.0,0.0,0.0,0.0,0.017871,12837.0
4.0,943.02,0.0045434,194.0,0.017807,0.0,0.0,0.0,0.0,0.017807,13481.0
4.0,823.34,0.0041954,195.0,0.014939,0.0,0.0,0.0,0.0,0.014939,13480.0
4.0,807.64,0.0041309,196.0,0.014254,0.0,0.0,0.0,0.0,0.014254,13903.0
4.0,808.8,0.0041397,197.0,0.014679,0.0,0.0,0.0,0.0,0.014679,13976.0
4.0,779.11,0.0040521,198.0,0.013712,0.0,0.0,0.0,0.0,0.013712,13903.0
4.0,851.88,0.00419,199.0,0.013754,0.0,0.0,0.0,0.0,0.013754,13480.0
4.0,865.61,0.0043777,200.0,0.017358,0.0,0.0,0.0,0.0,0.017358,11647.0
4.0,909.12,0.004553,201.0,0.020752,0.0,0.0,0.0,0.0,0.020752,11639.0
4.0,825.58,0.0042713,202.0,0.016621,0.0,0.0,0.0,0.0,0.016621,11204.0
4.0,891.49,0.0045032,203.0,0.020029,0.0,0.0,0.0,0.0,0.020029,11116.0
4.0,851.19,0.0043141,204.0,0.016728,0.0,0.0,0.0,0.0,0.016728,11124.0
4.0,887.04,0.0044788,205.0,0.019701,0.0,0.0,0.0,0.0,0.019701,11008.0
4.0,840.67,0.0042914,206.0,0.016509,0.0,0.0,0.0,0.0,0.016509,11204.0
4.0,891.7,0.0044904,207.0,0.019802,0.0,0.0,0.0,0.0,0.019802,11116.0
4.0,846.51,0.0043247,208.0,0.017379,0.0,0.0,0.0,0.0,0.017379,11647.0
4.0,933.38,0.0046362,209.0,0.021869,0.0,0.0,0.0,0.0,0.021869,11639.0
