block_id,cauchy_stress_xx,elastic_strain_xx,id,mechanical_strain_xx,orientation_q1,orientation_q2,orientation_q3,orientation_q4,strain_xx,volume
2.0,642.43,0.0028061,122.0,0.0057745,0.054058,-0.010269,0.96574,-0.2536,0.0057745,15405.0
2.0,681.03,0.0029516,123.0,0.0066039,0.054133,-0.011127,0.96571,-0.25366,0.0066039,11326.0
2.0,652.52,0.002829,124.0,0.0058387,0.054044,-0.010252,0.96575,-0.25359,0.0058387,15377.0
2.0,680.97,0.0029478,125.0,0.0065643,0.054138,-0.011134,0.96572,-0.25363,0.0065643,11374.0
2.0,653.09,0.0028272,126.0,0.0058534,0.054097,-0.010233,0.96575,-0.25357,0.0058534,15405.0
2.0,684.78,0.0029562,127.0,0.0066286,0.054197,-0.011126,0.96573,-0.2536,0.0066286,11326.0
2.0,645.19,0.0028246,128.0,0.0060084,0.054609,-0.010337,0.96573,-0.25352,0.0060084,15461.0
2.0,703.57,0.0030302,129.0,0.0070813,0.054615,-0.011136,0.96571,-0.25355,0.0070813,10955.0
3.0,638.37,0.003174,130.0,0.0040745,0.0,0.0,0.0,0.0,0.0040745,13488.0
3.0,638.86,0.0031965,131.0,0.0041398,0.0,0.0,0.0,0.0,0.0041398,12883.0
3.0,716.15,0.0034608,132.0,0.0047014,0.0,0.0,0.0,0.0,0.0047014,13488.0
3.0,626.24,0.0031413,133.0,0.004024,0.0,0.0,0.0,0.0,0.004024,13886.0
3.0,625.4,0.0031644,134.0,0.0040977,0.0,0.0,0.0,0.0,0.0040977,13060.0
3.0,698.53,0.0034052,135.0,0.0045838,0.0,0.0,0.0,0.0,0.0045838,13886.0
3.0,633.18,0.0031849,136.0,0.0041505,0.0,0.0,0.0,0.0,0.0041505,13955.0
3.0,636.61,0.0032165,137.0,0.0042339,0.0,0.0,0.0,0.0,0.0042339,13099.0
3.0,704.61,0.0034394,138.0,0.0046918,0.0,0.0,0.0,0.0,0.0046918,13955.0
3.0,609.97,0.0030797,139.0,0.0038943,0.0,0.0,0.0,0.0,0.0038943,13886.0
3.0,612.18,0.0031145,140.0,0.0039918,0.0,0.0,0.0,0.0,0.0039918,13060.0
3.0,688.3,0.0033588,141.0,0.0044639,0.0,0.0,0.0,0.0,0.0044639,13886.0
3.0,653.92,0.0031743,142.0,0.0040005,0.0,0.0,0.0,0.0,0.0040005,13488.0
3.0,651.8,0.0032002,143.0,0.0040917,0.0,0.0,0.0,0.0,0.0040917,12883.0
3.0,724.41,0.0034506,144.0,0.0046162,0.0,0.0,0.0,0.0,0.0046162,13488.0
3.0,723.31,0.0034623,145.0,0.0046687,0.0,0.0,0.0,0.0,0.0046687,12883.0
3.0,718.77,0.0034908,146.0,0.0048147,0.0,0.0,0.0,0.0,0.0048147,12117.0
3.0,688.44,0.0033698,147.0,0.0045049,0.0,0.0,0.0,0.0,0.0045049,13060.0
3.0,686.64,0.003397,148.0,0.0046201,0.0,0.0,0.0,0.0,0.0046201,11940.0
3.0,705.08,0.0034457,149.0,0.0047127,0.0,0.0,0.0,0.0,0.0047127,13099.0
3.0,703.33,0.0034625,150.0,0.0047882,0.0,0.0,0.0,0.0,0.0047882,11902.0
3.0,696.65,0.0034076,151.0,0.0046035,0.0,0.0,0.0,0.0,0.0046035,13060.0
3.0,691.09,0.0034206,152.0,0.0046867,0.0,0.0,0.0,0.0,0.0046867,11940.0
3.0,716.19,0.0034663,153.0,0.0047221,0.0,0.0,0.0,0.0,0.0047221,12883.0
3.0,713.89,0.0034816,154.0,0.004798,0.0,0.0,0.0,0.0,0.004798,12117.0
3.0,642.04,0.0032415,155.0,0.0042728,0.0,0.0,0.0,0.0,0.0042728,12117.0
3.0,626.8,0.0032118,156.0,0.0042493,0.0,0.0,0.0,0.0,0.0042493,11940.0
3.0,644.35,0.0032727,157.0,0.0043876,0.0,0.0,0.0,0.0,0.0043876,11902.0
3.0,619.56,0.003182,158.0,0.0041823,0.0,0.0,0.0,0.0,0.0041823,11940.0
3.0,649.82,0.0032532,159.0,0.0042873,0.0,0.0,0.0,0.0,0.0042873,12117.0
3.0,651.28,0.0032997,160.0,0.0044328,0.0,0.0,0.0,0.0,0.0044328,11512.0
3.0,705.45,0.0035395,161.0,0.0051368,0.0,0.0,0.0,0.0,0.0051368,11512.0
3.0,634.85,0.0032762,162.0,0.0044428,0.0,0.0,0.0,0.0,0.0044428,11114.0
3.0,679.96,0.0034841,163.0,0.0050544,0.0,0.0,0.0,0.0,0.0050544,11114.0
3.0,657.18,0.003335,164.0,0.0045483,0.0,0.0,0.0,0.0,0.0045483,11044.0
3.0,695.34,0.003522,165.0,0.0051207,0.0,0.0,0.0,0.0,0.0051207,11044.0
3.0,636.41,0.0032707,166.0,0.0044156,0.0,0.0,0.0,0.0,0.0044156,11114.0
3.0,680.92,0.0034762,167.0,0.0050163,0.0,0.0,0.0,0.0,0.0050163,11114.0
3.0,651.31,0.0033257,168.0,0.0045684,0.0,0.0,0.0,0.0,0.0045684,11512.0
3.0,706.98,0.0035715,169.0,0.0052875,0.0,0.0,0.0,0.0,0.0052875,11512.0
4.0,650.08,0.0032639,170.0,0.0043106,0.0,0.0,0.0,0.0,0.0043106,12041.0
4.0,645.75,0.0032167,171.0,0.0041701,0.0,0.0,0.0,0.0,0.0041701,12834.0
4.0,715.85,0.0034806,172.0,0.0047816,0.0,0.0,0.0,0.0,0.0047816,12048.0
4.0,627.43,0.003197,173.0,0.0041907,0.0,0.0,0.0,0.0,0.0041907,11863.0
4.0,625.72,0.0031512,174.0,0.0040471,0.0,0.0,0.0,0.0,0.0040471,13029.0
4.0,687.67,0.0033915,175.0,0.00459,0.0,0.0,0.0,0.0,0.00459,11900.0
4.0,639.84,0.0032438,176.0,0.0043017,0.0,0.0,0.0,0.0,0.0043017,11825.0
4.0,632.47,0.0031885,177.0,0.0041509,0.0,0.0,0.0,0.0,0.0041509,13075.0
4.0,694.08,0.0034171,178.0,0.0046581,0.0,0.0,0.0,0.0,0.0046581,11875.0
4.0,624.56,0.003186,179.0,0.0041689,0.0,0.0,0.0,0.0,0.0041689,11863.0
4.0,616.53,0.0031206,180.0,0.0039892,0.0,0.0,0.0,0.0,0.0039892,13029.0
4.0,684.64,0.003379,181.0,0.00456,0.0,0.0,0.0,0.0,0.00456,11900.0
4.0,650.74,0.0032487,182.0,0.0042631,0.0,0.0,0.0,0.0,0.0042631,12041.0
4.0,653.02,0.0031994,183.0,0.0040818,0.0,0.0,0.0,0.0,0.0040818,12834.0
4.0,720.86,0.0034926,184.0,0.0048084,0.0,0.0,0.0,0.0,0.0048084,12048.0
4.0,724.94,0.0034647,185.0,0.0046683,0.0,0.0,0.0,0.0,0.0046683,12837.0
4.0,725.81,0.0034532,186.0,0.0046179,0.0,0.0,0.0,0.0,0.0046179,13481.0
4.0,686.59,0.0033542,187.0,0.0044548,0.0,0.0,0.0,0.0,0.0044548,13056.0
4.0,686.63,0.0033446,188.0,0.0044188,0.0,0.0,0.0,0.0,0.0044188,13924.0
4.0,696.53,0.0034009,189.0,0.0045831,0.0,0.0,0.0,0.0,0.0045831,13110.0
4.0,696.48,0.0033951,190.0,0.0045619,0.0,0.0,0.0,0.0,0.0045619,14005.0
4.0,693.05,0.0033788,191.0,0.0045109,0.0,0.0,0.0,0.0,0.0045109,13056.0
4.0,694.97,0.0033767,192.0,0.0044929,0.0,0.0,0.0,0.0,0.0044929,13924.0
4.0,719.51,0.0034704,193.0,0.0047177,0.0,0.0,0.0,0.0,0.0047177,12837.0
4.0,720.15,0.0034676,194.0,0.0047033,0.0,0.0,0.0,0.0,0.0047033,13481.0
4.0,644.7,0.0031927,195.0,0.0041006,0.0,0.0,0.0,0.0,0.0041006,13480.0
4.0,626.22,0.0031282,196.0,0.0039755,0.0,0.0,0.0,0.0,0.0039755,13903.0
4.0,629.24,0.0031575,197.0,0.0040689,0.0,0.0,0.0,0.0,0.0040689,13976.0
4.0,613.78,0.0030862,198.0,0.0038951,0.0,0.0,0.0,0.0,0.0038951,13903.0
4.0,655.33,0.0031757,199.0,0.0039976,0.0,0.0,0.0,0.0,0.0039976,13480.0
4.0,661.27,0.0033258,200.0,0.0044798,0.0,0.0,0.0,0.0,0.0044798,11647.0
4.0,705.26,0.0035319,201.0,0.0051105,0.0,0.0,0.0,0.0,0.0051105,11639.0
4.0,635.22,0.0032579,202.0,0.0043695,0.0,0.0,0.0,0.0,0.0043695,11204.0
4.0,677.28,0.0034552,203.0,0.0049432,0.0,0.0,0.0,0.0,0.0049432,11116.0
4.0,652.49,0.0033071,204.0,0.0044642,0.0,0.0,0.0,0.0,0.0044642,11124.0
4.0,685.24,0.0034755,205.0,0.004977,0.0,0.0,0.0,0.0,0.004977,11008.0
4.0,641.71,0.0032705,206.0,0.0043826,0.0,0.0,0.0,0.0,0.0043826,11204.0
4.0,679.21,0.0034557,207.0,0.0049351,0.0,0.0,0.0,0.0,0.0049351,11116.0
4.0,652.1,0.003319,208.0,0.004528,0.0,0.0,0.0,0.0,0.004528,11647.0
4.0,709.38,0.0035716,209.0,0.0052688,0.0,0.0,0.0,0.0,0.0052688,11639.0
